date,breadth
2011-12-14,31.12
2011-12-15,34.33
2011-12-16,35.87
2011-12-19,31.06
2011-12-20,39.15
2011-12-21,41.76
2011-12-22,44.57
2011-12-23,47.18
2011-12-27,47.79
2011-12-28,43.77
2011-12-29,47.38
2011-12-30,46.58
2012-01-03,50.6
2012-01-04,50.0
2012-01-05,51.0
2012-01-06,49.59
2012-01-09,51.6
2012-01-10,58.03
2012-01-11,58.03
2012-01-12,57.83
2012-01-13,54.81
2012-01-17,57.79
2012-01-18,62.2
2012-01-19,65.8
2012-01-20,67.0
2012-01-23,66.8
2012-01-24,67.19
2012-01-25,71.19
2012-01-26,69.0
2012-01-27,68.59
2012-01-30,65.8
2012-01-31,67.19
2012-02-01,71.8
2012-02-02,72.8
2012-02-03,77.59
2012-02-06,77.19
2012-02-07,77.4
2012-02-08,78.8
2012-02-09,77.4
2012-02-10,76.19
2012-02-13,77.19
2012-02-14,76.59
2012-02-15,75.4
2012-02-16,81.4
2012-02-17,81.19
2012-02-21,80.8
2012-02-22,79.8
2012-02-23,81.19
2012-02-24,80.59
2012-02-27,81.19
2012-02-28,81.0
2012-02-29,79.59
2012-03-01,81.19
2012-03-02,80.0
2012-03-05,79.8
2012-03-06,74.4
2012-03-07,76.19
2012-03-08,79.19
2012-03-09,80.8
2012-03-12,80.59
2012-03-13,84.0
2012-03-14,82.16
2012-03-15,83.56
2012-03-16,85.17
2012-03-19,84.16
2012-03-20,84.36
2012-03-21,83.16
2012-03-22,81.96
2012-03-23,82.36
2012-03-26,85.77
2012-03-27,85.57
2012-03-28,83.96
2012-03-29,83.56
2012-03-30,84.16
2012-04-02,85.57
2012-04-03,84.56
2012-04-04,83.16
2012-04-05,82.56
2012-04-09,79.35
2012-04-10,73.34
2012-04-11,76.35
2012-04-12,80.76
2012-04-13,77.55
2012-04-16,77.35
2012-04-17,80.96
2012-04-18,79.95
2012-04-19,78.95
2012-04-20,78.75
2012-04-23,75.75
2012-04-24,75.75
2012-04-25,79.15
2012-04-26,80.76
2012-04-27,80.76
2012-04-30,80.16
2012-05-01,81.8
2012-05-02,79.8
2012-05-03,77.0
2012-05-04,72.19
2012-05-07,71.59
2012-05-08,71.59
2012-05-09,67.59
2012-05-10,69.59
2012-05-11,68.4
2012-05-14,65.59
2012-05-15,62.4
2012-05-16,59.4
2012-05-17,53.79
2012-05-18,50.2
2012-05-21,56.4
2012-05-22,56.59
2012-05-23,57.11
2012-05-24,56.91
2012-05-25,55.71
2012-05-29,60.44
2012-05-30,53.21
2012-05-31,52.0
2012-06-01,42.59
2012-06-04,41.79
2012-06-05,44.4
2012-06-06,52.5
2012-06-07,51.9
2012-06-08,51.9
2012-06-11,50.1
2012-06-12,53.1
2012-06-13,50.5
2012-06-14,52.3
2012-06-15,56.11
2012-06-18,56.11
2012-06-19,61.72
2012-06-20,61.72
2012-06-21,52.5
2012-06-22,54.5
2012-06-25,49.09
2012-06-26,50.3
2012-06-27,54.5
2012-06-28,52.5
2012-06-29,61.24
2012-07-02,60.44
2012-07-03,64.25
2012-07-05,62.77
2012-07-06,59.15
2012-07-09,56.94
2012-07-10,53.92
2012-07-11,54.72
2012-07-12,50.5
2012-07-13,57.54
2012-07-16,55.93
2012-07-17,57.34
2012-07-18,60.56
2012-07-19,62.37
2012-07-20,56.53
2012-07-23,52.31
2012-07-24,49.89
2012-07-25,50.5
2012-07-26,56.13
2012-07-27,63.38
2012-07-30,61.89
2012-07-31,59.47
2012-08-01,58.46
2012-08-02,53.42
2012-08-03,62.09
2012-08-06,63.1
2012-08-07,68.54
2012-08-08,68.95
2012-08-09,69.55
2012-08-10,68.75
2012-08-13,68.14
2012-08-14,67.0
2012-08-15,68.19
2012-08-16,71.0
2012-08-17,71.19
2012-08-20,71.19
2012-08-21,71.19
2012-08-22,70.19
2012-08-23,65.59
2012-08-24,67.59
2012-08-27,66.8
2012-08-28,66.59
2012-08-29,68.0
2012-08-30,63.79
2012-08-31,66.0
2012-09-04,65.0
2012-09-05,63.2
2012-09-06,70.8
2012-09-07,73.8
2012-09-10,72.0
2012-09-11,74.0
2012-09-12,74.19
2012-09-13,78.59
2012-09-14,78.59
2012-09-17,76.59
2012-09-18,76.4
2012-09-19,76.19
2012-09-20,75.4
2012-09-21,75.0
2012-09-24,74.0
2012-09-25,70.4
2012-09-26,67.59
2012-09-27,70.4
2012-09-28,68.8
2012-10-01,67.59
2012-10-02,67.73
2012-10-03,67.53
2012-10-04,70.34
2012-10-05,70.14
2012-10-08,70.19
2012-10-09,65.8
2012-10-10,64.0
2012-10-11,65.4
2012-10-12,63.2
2012-10-15,66.19
2012-10-16,70.4
2012-10-17,72.19
2012-10-18,71.0
2012-10-19,66.59
2012-10-22,66.19
2012-10-23,61.0
2012-10-24,59.2
2012-10-25,61.2
2012-10-26,60.2
2012-10-31,60.4
2012-11-01,65.4
2012-11-02,60.79
2012-11-05,61.59
2012-11-06,65.0
2012-11-07,56.79
2012-11-08,50.0
2012-11-09,51.2
2012-11-12,51.59
2012-11-13,50.2
2012-11-14,43.2
2012-11-15,44.59
2012-11-16,47.0
2012-11-19,52.0
2012-11-20,52.59
2012-11-21,53.59
2012-11-23,60.79
2012-11-26,58.79
2012-11-27,57.59
2012-11-28,60.59
2012-11-29,62.2
2012-11-30,62.59
2012-12-03,60.2
2012-12-04,58.91
2012-12-05,62.32
2012-12-06,62.72
2012-12-07,64.12
2012-12-10,64.92
2012-12-11,66.93
2012-12-12,66.53
2012-12-13,64.12
2012-12-14,63.92
2012-12-17,68.13
2012-12-18,73.14
2012-12-19,71.34
2012-12-20,73.34
2012-12-21,70.14
2012-12-24,68.93
2012-12-26,65.73
2012-12-27,66.13
2012-12-28,61.12
2012-12-31,69.13
2013-01-02,76.95
2013-01-03,77.19
2013-01-04,79.19
2013-01-07,77.0
2013-01-08,76.19
2013-01-09,76.4
2013-01-10,78.8
2013-01-11,78.19
2013-01-14,80.4
2013-01-15,80.4
2013-01-16,79.8
2013-01-17,81.59
2013-01-18,83.0
2013-01-22,84.0
2013-01-23,83.8
2013-01-24,85.37
2013-01-25,85.57
2013-01-28,84.4
2013-01-29,86.19
2013-01-30,85.19
2013-01-31,85.4
2013-02-01,86.19
2013-02-04,83.8
2013-02-05,86.0
2013-02-06,86.59
2013-02-07,86.19
2013-02-08,87.59
2013-02-11,87.0
2013-02-12,87.19
2013-02-13,86.59
2013-02-14,85.19
2013-02-15,85.4
2013-02-19,86.19
2013-02-20,84.19
2013-02-21,81.8
2013-02-22,83.19
2013-02-25,79.4
2013-02-26,79.59
2013-02-27,81.8
2013-02-28,81.59
2013-03-01,81.59
2013-03-04,82.8
2013-03-05,84.4
2013-03-06,84.0
2013-03-07,84.0
2013-03-08,85.0
2013-03-11,85.19
2013-03-12,85.0
2013-03-13,85.19
2013-03-14,86.0
2013-03-15,86.0
2013-03-18,85.59
2013-03-19,85.19
2013-03-20,85.8
2013-03-21,85.19
2013-03-22,85.4
2013-03-25,85.4
2013-03-26,86.59
2013-03-27,86.59
2013-03-28,87.4
2013-04-01,86.4
2013-04-02,86.4
2013-04-03,83.8
2013-04-04,84.19
2013-04-05,84.4
2013-04-08,85.19
2013-04-09,87.0
2013-04-10,88.4
2013-04-11,89.0
2013-04-12,88.8
2013-04-15,82.59
2013-04-16,85.19
2013-04-17,81.4
2013-04-18,81.0
2013-04-19,81.8
2013-04-22,81.8
2013-04-23,83.59
2013-04-24,86.0
2013-04-25,86.59
2013-04-26,85.19
2013-04-29,85.8
2013-04-30,87.0
2013-05-01,85.37
2013-05-02,86.97
2013-05-03,89.37
2013-05-06,89.57
2013-05-07,90.98
2013-05-08,92.0
2013-05-09,91.59
2013-05-10,92.59
2013-05-13,92.0
2013-05-14,92.98
2013-05-15,93.38
2013-05-16,92.98
2013-05-17,93.38
2013-05-20,93.18
2013-05-21,93.38
2013-05-22,92.78
2013-05-23,92.58
2013-05-24,91.58
2013-05-28,91.98
2013-05-29,90.38
2013-05-30,90.18
2013-05-31,87.97
2013-06-03,88.37
2013-06-04,86.77
2013-06-05,84.76
2013-06-06,87.57
2013-06-07,89.37
2013-06-10,88.57
2013-06-11,84.53
2013-06-12,81.32
2013-06-13,87.14
2013-06-14,86.94
2013-06-17,87.95
2013-06-18,89.35
2013-06-19,83.93
2013-06-20,75.1
2013-06-21,76.1
2013-06-24,71.88
2013-06-25,76.1
2013-06-26,79.11
2013-06-27,82.32
2013-06-28,81.52
2013-07-01,82.0
2013-07-02,82.19
2013-07-03,80.59
2013-07-05,82.8
2013-07-08,83.4
2013-07-09,85.19
2013-07-10,85.19
2013-07-11,90.0
2013-07-12,90.4
2013-07-15,90.19
2013-07-16,90.19
2013-07-17,89.59
2013-07-18,89.4
2013-07-19,89.59
2013-07-22,89.19
2013-07-23,89.59
2013-07-24,87.8
2013-07-25,89.0
2013-07-26,88.19
2013-07-29,87.59
2013-07-30,87.4
2013-07-31,86.19
2013-08-01,88.59
2013-08-02,88.19
2013-08-05,87.4
2013-08-06,86.59
2013-08-07,86.59
2013-08-08,86.19
2013-08-09,87.19
2013-08-12,86.0
2013-08-13,85.8
2013-08-14,85.19
2013-08-15,81.0
2013-08-16,79.19
2013-08-19,76.4
2013-08-20,78.8
2013-08-21,76.0
2013-08-22,79.0
2013-08-23,79.0
2013-08-26,78.19
2013-08-27,74.0
2013-08-28,73.8
2013-08-29,74.19
2013-08-30,73.4
2013-09-03,73.0
2013-09-04,74.19
2013-09-05,75.4
2013-09-06,73.8
2013-09-09,77.59
2013-09-10,79.19
2013-09-11,80.59
2013-09-12,78.55
2013-09-13,79.55
2013-09-16,80.96
2013-09-17,81.76
2013-09-18,86.37
2013-09-19,85.17
2013-09-20,82.36
2013-09-23,81.36
2013-09-24,80.56
2013-09-25,79.35
2013-09-26,79.95
2013-09-27,77.15
2013-09-30,75.7
2013-10-01,77.71
2013-10-02,77.55
2013-10-03,74.94
2013-10-04,76.95
2013-10-07,75.55
2013-10-08,70.94
2013-10-09,71.4
2013-10-10,76.19
2013-10-11,78.8
2013-10-14,78.4
2013-10-15,76.4
2013-10-16,79.59
2013-10-17,81.59
2013-10-18,83.4
2013-10-21,83.0
2013-10-22,84.59
2013-10-23,83.59
2013-10-24,83.19
2013-10-25,84.0
2013-10-28,84.0
2013-10-29,84.8
2013-10-30,83.19
2013-10-31,82.36
2013-11-01,82.36
2013-11-04,83.96
2013-11-05,82.16
2013-11-06,83.96
2013-11-07,80.36
2013-11-08,80.36
2013-11-11,81.16
2013-11-12,80.56
2013-11-13,81.56
2013-11-14,82.36
2013-11-15,82.76
2013-11-18,82.36
2013-11-19,81.76
2013-11-20,79.95
2013-11-21,80.96
2013-11-22,82.56
2013-11-25,81.76
2013-11-26,81.16
2013-11-27,80.56
2013-11-29,80.16
2013-12-02,79.07
2013-12-03,79.67
2013-12-04,78.87
2013-12-05,78.06
2013-12-06,79.07
2013-12-09,80.08
2013-12-10,78.47
2013-12-11,76.81
2013-12-12,74.79
2013-12-13,75.0
2013-12-16,76.2
2013-12-17,75.4
2013-12-18,78.62
2013-12-19,78.22
2013-12-20,79.63
2013-12-23,81.04
2013-12-24,81.85
2013-12-26,82.05
2013-12-27,81.25
2013-12-30,81.85
2013-12-31,82.25
2014-01-02,80.04
2014-01-03,79.43
2014-01-06,78.71
2014-01-07,79.31
2014-01-08,78.11
2014-01-09,77.71
2014-01-10,79.11
2014-01-13,76.7
2014-01-14,78.71
2014-01-15,78.91
2014-01-16,78.71
2014-01-17,76.9
2014-01-21,77.51
2014-01-22,77.1
2014-01-23,73.69
2014-01-24,67.06
2014-01-27,66.66
2014-01-28,68.47
2014-01-29,66.66
2014-01-30,70.08
2014-01-31,69.07
2014-02-03,59.03
2014-02-04,62.24
2014-02-05,61.36
2014-02-06,66.8
2014-02-07,70.62
2014-02-10,71.22
2014-02-11,75.25
2014-02-12,75.45
2014-02-13,76.65
2014-02-14,77.46
2014-02-18,77.26
2014-02-19,75.05
2014-02-20,76.05
2014-02-21,76.45
2014-02-24,78.06
2014-02-25,76.86
2014-02-26,77.46
2014-02-27,78.26
2014-02-28,80.08
2014-03-03,77.4
2014-03-04,80.4
2014-03-05,79.4
2014-03-06,80.0
2014-03-07,80.59
2014-03-10,79.4
2014-03-11,79.8
2014-03-12,79.59
2014-03-13,77.59
2014-03-14,77.59
2014-03-17,79.4
2014-03-18,80.59
2014-03-19,78.19
2014-03-20,78.59
2014-03-21,79.0
2014-03-24,78.19
2014-03-25,78.8
2014-03-26,77.8
2014-03-27,76.8
2014-03-28,78.0
2014-03-31,81.0
2014-04-01,82.8
2014-04-02,84.19
2014-04-03,84.19
2014-04-04,82.19
2014-04-07,77.0
2014-04-08,79.0
2014-04-09,82.0
2014-04-10,74.4
2014-04-11,68.4
2014-04-14,71.88
2014-04-15,74.89
2014-04-16,77.1
2014-04-17,78.91
2014-04-21,79.59
2014-04-22,81.4
2014-04-23,80.8
2014-04-24,80.4
2014-04-25,76.4
2014-04-28,75.4
2014-04-29,76.59
2014-04-30,78.19
2014-05-01,77.8
2014-05-02,77.15
2014-05-05,77.75
2014-05-06,74.54
2014-05-07,76.55
2014-05-08,76.5
2014-05-09,78.31
2014-05-12,80.52
2014-05-13,80.32
2014-05-14,78.71
2014-05-15,73.89
2014-05-16,75.1
2014-05-19,77.1
2014-05-20,73.49
2014-05-21,75.9
2014-05-22,77.71
2014-05-23,78.51
2014-05-27,79.11
2014-05-28,79.11
2014-05-29,80.52
2014-05-30,80.32
2014-06-02,81.4
2014-06-03,80.59
2014-06-04,82.19
2014-06-05,83.8
2014-06-06,86.8
2014-06-09,86.8
2014-06-10,85.59
2014-06-11,84.59
2014-06-12,82.19
2014-06-13,83.59
2014-06-16,82.59
2014-06-17,84.59
2014-06-18,85.59
2014-06-19,85.4
2014-06-20,85.59
2014-06-23,86.0
2014-06-24,84.8
2014-06-25,85.19
2014-06-26,85.0
2014-06-27,85.0
2014-06-30,84.4
2014-07-01,86.59
2014-07-02,85.77
2014-07-03,87.97
2014-07-07,86.59
2014-07-08,85.19
2014-07-09,85.8
2014-07-10,84.0
2014-07-11,84.4
2014-07-14,85.19
2014-07-15,84.8
2014-07-16,85.0
2014-07-17,78.8
2014-07-18,83.59
2014-07-21,80.8
2014-07-22,82.8
2014-07-23,82.4
2014-07-24,83.8
2014-07-25,79.19
2014-07-28,78.4
2014-07-29,76.19
2014-07-30,76.4
2014-07-31,65.4
2014-08-01,62.79
2014-08-04,66.59
2014-08-05,61.4
2014-08-06,62.59
2014-08-07,58.79
2014-08-08,67.0
2014-08-11,67.8
2014-08-12,66.8
2014-08-13,69.4
2014-08-14,72.4
2014-08-15,70.19
2014-08-18,75.4
2014-08-19,78.0
2014-08-20,78.59
2014-08-21,80.19
2014-08-22,78.4
2014-08-25,81.0
2014-08-26,80.0
2014-08-27,80.59
2014-08-28,80.0
2014-08-29,80.8
2014-09-02,80.59
2014-09-03,80.4
2014-09-04,79.59
2014-09-05,81.0
2014-09-08,78.8
2014-09-09,74.8
2014-09-10,77.59
2014-09-11,77.19
2014-09-12,71.8
2014-09-15,72.19
2014-09-16,74.19
2014-09-17,75.0
2014-09-18,75.4
2014-09-19,74.8
2014-09-22,70.19
2014-09-23,64.19
2014-09-24,68.8
2014-09-25,60.79
2014-09-26,64.8
2014-09-29,63.59
2014-09-30,62.0
2014-10-01,56.4
2014-10-02,55.79
2014-10-03,60.79
2014-10-06,58.2
2014-10-07,49.4
2014-10-08,58.4
2014-10-09,50.4
2014-10-10,43.2
2014-10-13,38.0
2014-10-14,37.79
2014-10-15,35.79
2014-10-16,36.2
2014-10-17,41.0
2014-10-20,46.0
2014-10-21,55.79
2014-10-22,51.2
2014-10-23,56.4
2014-10-24,59.79
2014-10-27,60.4
2014-10-28,64.4
2014-10-29,63.4
2014-10-30,66.4
2014-10-31,71.0
2014-11-03,70.8
2014-11-04,70.4
2014-11-05,72.0
2014-11-06,74.8
2014-11-07,73.8
2014-11-10,74.59
2014-11-11,74.19
2014-11-12,74.4
2014-11-13,72.0
2014-11-14,72.59
2014-11-17,72.8
2014-11-18,74.59
2014-11-19,73.59
2014-11-20,74.4
2014-11-21,75.8
2014-11-24,76.4
2014-11-25,77.0
2014-11-26,76.19
2014-11-28,75.4
2014-12-01,74.4
2014-12-02,74.8
2014-12-03,75.95
2014-12-04,75.15
2014-12-05,75.95
2014-12-08,74.74
2014-12-09,75.55
2014-12-10,69.73
2014-12-11,71.34
2014-12-12,65.93
2014-12-15,65.33
2014-12-16,62.92
2014-12-17,67.93
2014-12-18,73.14
2014-12-19,74.94
2014-12-22,75.75
2014-12-23,75.95
2014-12-24,76.35
2014-12-26,76.95
2014-12-29,77.35
2014-12-30,76.55
2014-12-31,75.1
2015-01-02,75.5
2015-01-05,68.87
2015-01-06,66.13
2015-01-07,69.12
2015-01-08,72.5
2015-01-09,69.92
2015-01-12,67.72
2015-01-13,66.33
2015-01-14,62.54
2015-01-15,59.76
2015-01-16,62.74
2015-01-20,63.34
2015-01-21,65.33
2015-01-22,68.92
2015-01-23,67.33
2015-01-26,67.52
2015-01-27,64.34
2015-01-28,61.07
2015-01-29,63.47
2015-01-30,60.87
2015-02-02,63.2
2015-02-03,66.8
2015-02-04,66.19
2015-02-05,67.4
2015-02-06,68.59
2015-02-09,68.4
2015-02-10,69.8
2015-02-11,69.59
2015-02-12,72.4
2015-02-13,72.59
2015-02-17,73.19
2015-02-18,72.59
2015-02-19,72.94
2015-02-20,73.54
2015-02-23,72.74
2015-02-24,73.5
2015-02-25,73.3
2015-02-26,73.5
2015-02-27,72.9
2015-03-02,73.5
2015-03-03,73.3
2015-03-04,70.71
2015-03-05,70.31
2015-03-06,65.33
2015-03-09,65.73
2015-03-10,62.54
2015-03-11,60.95
2015-03-12,66.13
2015-03-13,63.47
2015-03-16,66.26
2015-03-17,64.27
2015-03-18,68.53
2015-03-19,66.53
2015-03-20,69.53
2015-03-23,69.53
2015-03-24,67.53
2015-03-25,62.52
2015-03-26,61.92
2015-03-27,61.32
2015-03-30,65.73
2015-03-31,63.32
2015-04-01,63.32
2015-04-02,64.72
2015-04-06,66.73
2015-04-07,65.33
2015-04-08,65.13
2015-04-09,66.33
2015-04-10,66.73
2015-04-13,65.13
2015-04-14,67.53
2015-04-15,70.54
2015-04-16,69.33
2015-04-17,65.73
2015-04-20,69.53
2015-04-21,66.73
2015-04-22,68.53
2015-04-23,69.33
2015-04-24,68.93
2015-04-27,67.93
2015-04-28,70.34
2015-04-29,69.13
2015-04-30,63.12
2015-05-01,67.73
2015-05-04,69.33
2015-05-05,63.12
2015-05-06,61.12
2015-05-07,63.52
2015-05-08,66.93
2015-05-11,66.13
2015-05-12,64.72
2015-05-13,65.13
2015-05-14,66.73
2015-05-15,67.33
2015-05-18,69.13
2015-05-19,67.93
2015-05-20,67.33
2015-05-21,68.53
2015-05-22,66.73
2015-05-26,62.52
2015-05-27,64.12
2015-05-28,64.12
2015-05-29,58.71
2015-06-01,60.55
2015-06-02,60.15
2015-06-03,60.95
2015-06-04,56.77
2015-06-05,56.17
2015-06-08,54.18
2015-06-09,53.38
2015-06-10,57.96
2015-06-11,57.76
2015-06-12,56.17
2015-06-15,53.4
2015-06-16,55.59
2015-06-17,56.59
2015-06-18,60.4
2015-06-19,58.4
2015-06-22,59.2
2015-06-23,59.0
2015-06-24,56.79
2015-06-25,55.0
2015-06-26,54.59
2015-06-29,47.49
2015-06-30,48.69
2015-07-01,50.4
2015-07-02,50.4
2015-07-06,49.39
2015-07-07,52.41
2015-07-08,44.64
2015-07-09,46.06
2015-07-10,49.49
2015-07-13,53.93
2015-07-14,54.34
2015-07-15,53.76
2015-07-16,56.15
2015-07-17,54.16
2015-07-20,53.96
2015-07-21,51.0
2015-07-22,51.6
2015-07-23,50.6
2015-07-24,48.39
2015-07-27,45.38
2015-07-28,48.89
2015-07-29,52.31
2015-07-30,51.3
2015-07-31,52.71
2015-08-03,51.71
2015-08-04,50.3
2015-08-05,51.3
2015-08-06,49.89
2015-08-07,51.59
2015-08-10,54.18
2015-08-11,52.39
2015-08-12,52.98
2015-08-13,52.78
2015-08-14,54.38
2015-08-17,55.57
2015-08-18,54.98
2015-08-19,53.58
2015-08-20,46.21
2015-08-21,34.06
2015-08-24,19.92
2015-08-25,17.13
2015-08-26,25.89
2015-08-27,32.27
2015-08-28,32.07
2015-08-31,29.28
2015-09-01,21.75
2015-09-02,26.14
2015-09-03,27.34
2015-09-04,24.0
2015-09-08,29.6
2015-09-09,26.6
2015-09-10,27.6
2015-09-11,28.79
2015-09-14,27.79
2015-09-15,31.2
2015-09-16,32.79
2015-09-17,31.79
2015-09-18,28.39
2015-09-21,28.6
2015-09-22,25.79
2015-09-23,26.6
2015-09-24,26.39
2015-09-25,27.0
2015-09-28,19.39
2015-09-29,20.6
2015-09-30,24.6
2015-10-01,26.0
2015-10-02,29.39
2015-10-05,34.85
2015-10-06,31.88
2015-10-07,34.65
2015-10-08,38.01
2015-10-09,36.63
2015-10-12,38.21
2015-10-13,36.03
2015-10-14,35.04
2015-10-15,39.0
2015-10-16,40.59
2015-10-19,40.59
2015-10-20,40.39
2015-10-21,38.01
2015-10-22,43.76
2015-10-23,45.54
2015-10-26,44.75
2015-10-27,44.35
2015-10-28,48.51
2015-10-29,48.31
2015-10-30,47.52
2015-11-02,53.26
2015-11-03,52.57
2015-11-04,50.79
2015-11-05,50.79
2015-11-06,49.0
2015-11-09,46.03
2015-11-10,47.22
2015-11-11,47.02
2015-11-12,39.68
2015-11-13,35.71
2015-11-16,42.46
2015-11-17,39.68
2015-11-18,47.42
2015-11-19,48.21
2015-11-20,50.29
2015-11-23,49.5
2015-11-24,49.3
2015-11-25,50.69
2015-11-27,51.49
2015-11-30,50.29
2015-12-01,52.68
2015-12-02,47.71
2015-12-03,42.09
2015-12-04,50.59
2015-12-07,48.61
2015-12-08,45.45
2015-12-09,41.5
2015-12-10,41.3
2015-12-11,35.17
2015-12-14,36.95
2015-12-15,42.37
2015-12-16,47.12
2015-12-17,43.36
2015-12-18,37.22
2015-12-21,40.0
2015-12-22,41.98
2015-12-23,45.14
2015-12-24,44.75
2015-12-28,44.15
2015-12-29,48.31
2015-12-30,45.03
2015-12-31,43.05
2016-01-04,37.89
2016-01-05,38.88
2016-01-06,35.91
2016-01-07,27.97
2016-01-08,23.01
2016-01-11,24.2
2016-01-12,26.19
2016-01-13,21.62
2016-01-14,23.01
2016-01-15,20.47
2016-01-19,21.07
2016-01-20,18.48
2016-01-21,17.89
2016-01-22,23.45
2016-01-25,20.07
2016-01-26,22.86
2016-01-27,22.46
2016-01-28,23.06
2016-01-29,29.02
2016-02-01,29.64
2016-02-02,26.53
2016-02-03,27.57
2016-02-04,27.77
2016-02-05,24.4
2016-02-08,21.42
2016-02-09,21.62
2016-02-10,21.82
2016-02-11,19.04
2016-02-12,23.8
2016-02-16,26.58
2016-02-17,30.15
2016-02-18,29.36
2016-02-19,29.96
2016-02-22,33.53
2016-02-23,32.4
2016-02-24,33.39
2016-02-25,35.58
2016-02-26,35.98
2016-02-29,34.52
2016-03-01,40.47
2016-03-02,41.86
2016-03-03,44.04
2016-03-04,44.44
2016-03-07,46.12
2016-03-08,41.74
2016-03-09,44.93
2016-03-10,44.33
2016-03-11,51.88
2016-03-14,51.88
2016-03-15,50.89
2016-03-16,53.87
2016-03-17,56.66
2016-03-18,57.65
2016-03-21,57.42
2016-03-22,56.63
2016-03-23,54.45
2016-03-24,54.25
2016-03-28,55.35
2016-03-29,56.94
2016-03-30,58.13
2016-03-31,59.12
2016-04-01,60.51
2016-04-04,60.11
2016-04-05,56.46
2016-04-06,60.11
2016-04-07,56.34
2016-04-08,58.33
2016-04-11,57.73
2016-04-12,61.5
2016-04-13,65.07
2016-04-14,64.88
2016-04-15,64.48
2016-04-18,66.07
2016-04-19,68.25
2016-04-20,70.03
2016-04-21,69.04
2016-04-22,71.42
2016-04-25,69.84
2016-04-26,73.01
2016-04-27,75.19
2016-04-28,69.18
2016-04-29,66.99
2016-05-02,69.18
2016-05-03,63.94
2016-05-04,61.55
2016-05-05,61.55
2016-05-06,63.54
2016-05-09,63.74
2016-05-10,67.33
2016-05-11,64.14
2016-05-12,64.34
2016-05-13,61.95
2016-05-16,63.07
2016-05-17,61.67
2016-05-18,61.27
2016-05-19,60.59
2016-05-20,63.79
2016-05-23,63.4
2016-05-24,68.59
2016-05-25,71.19
2016-05-26,71.0
2016-05-27,72.19
2016-05-31,72.4
2016-06-01,71.8
2016-06-02,72.8
2016-06-03,70.94
2016-06-06,73.32
2016-06-07,73.51
2016-06-08,75.09
2016-06-09,72.72
2016-06-10,69.96
2016-06-13,68.37
2016-06-14,66.79
2016-06-15,66.4
2016-06-16,67.78
2016-06-17,67.39
2016-06-20,68.97
2016-06-21,68.97
2016-06-22,68.51
2016-06-23,72.87
2016-06-24,59.0
2016-06-27,51.08
2016-06-28,56.83
2016-06-29,62.57
2016-06-30,67.52
2016-07-01,66.33
2016-07-05,63.69
2016-07-06,63.88
2016-07-07,64.68
2016-07-08,69.04
2016-07-11,70.43
2016-07-12,72.42
2016-07-13,72.61
2016-07-14,75.19
2016-07-15,75.19
2016-07-18,75.79
2016-07-19,75.0
2016-07-20,75.99
2016-07-21,76.19
2016-07-22,77.18
2016-07-25,77.18
2016-07-26,77.38
2016-07-27,75.59
2016-07-28,75.0
2016-07-29,75.19
2016-08-01,73.61
2016-08-02,70.63
2016-08-03,73.21
2016-08-04,73.01
2016-08-05,76.58
2016-08-08,77.18
2016-08-09,75.79
2016-08-10,74.8
2016-08-11,78.17
2016-08-12,77.38
2016-08-15,78.76
2016-08-16,77.38
2016-08-17,77.18
2016-08-18,78.76
2016-08-19,79.96
2016-08-22,79.36
2016-08-23,79.56
2016-08-24,78.96
2016-08-25,77.97
2016-08-26,77.18
2016-08-29,78.76
2016-08-30,77.77
2016-08-31,76.58
2016-09-01,76.98
2016-09-02,77.38
2016-09-06,78.13
2016-09-07,78.52
2016-09-08,77.68
2016-09-09,67.33
2016-09-12,74.5
2016-09-13,67.92
2016-09-14,66.93
2016-09-15,69.72
2016-09-16,67.92
2016-09-19,68.52
2016-09-20,67.52
2016-09-21,71.71
2016-09-22,74.9
2016-09-23,72.7
2016-09-26,69.26
2016-09-27,71.45
2016-09-28,72.65
2016-09-29,71.05
2016-09-30,72.65
2016-10-03,70.25
2016-10-04,65.87
2016-10-05,65.68
2016-10-06,66.27
2016-10-07,64.29
2016-10-10,66.07
2016-10-11,60.55
2016-10-12,61.34
2016-10-13,61.53
2016-10-14,60.35
2016-10-17,59.36
2016-10-18,61.73
2016-10-19,62.32
2016-10-20,61.93
2016-10-21,61.34
2016-10-24,62.72
2016-10-25,59.56
2016-10-26,59.36
2016-10-27,56.41
2016-10-28,57.39
2016-10-31,58.77
2016-11-01,53.64
2016-11-02,51.47
2016-11-03,50.88
2016-11-04,49.9
2016-11-07,56.8
2016-11-08,58.38
2016-11-09,60.35
2016-11-10,60.55
2016-11-11,58.77
2016-11-14,60.55
2016-11-15,63.51
2016-11-16,61.34
2016-11-17,63.7
2016-11-18,61.93
2016-11-21,63.11
2016-11-22,65.28
2016-11-23,63.7
2016-11-25,67.06
2016-11-28,65.08
2016-11-29,64.49
2016-11-30,61.53
2016-12-01,60.55
2016-12-02,59.17
2016-12-05,60.94
2016-12-06,62.13
2016-12-07,66.99
2016-12-08,67.58
2016-12-09,67.98
2016-12-12,67.45
2016-12-13,69.63
2016-12-14,65.87
2016-12-15,65.87
2016-12-16,64.89
2016-12-19,65.08
2016-12-20,66.07
2016-12-21,65.08
2016-12-22,62.91
2016-12-23,63.7
2016-12-27,64.1
2016-12-28,61.34
2016-12-29,61.93
2016-12-30,60.35
2017-01-03,61.93
2017-01-04,66.07
